NaN,NaN,NaN,NaN
315,0,39,159.5
315,0,39,159.5
NaN,NaN,NaN,NaN
315,-1,39,159.5
315,-1,39,159.5
315,-1,-39,199.5
315,-1,-39,199.5
NaN,NaN,NaN,NaN
315,0,-39,159.5
315,0,-39,159.5
315,0,-39,159.5
225,0,39,199.5
225,0,39,199.5
225,0,39,199.5
315,0,-39,199.5
315,0,-39,199.5
315,0,-39,199.5
45,0,-39,199.5
45,0,-39,199.5
45,0,-39,199.5
45,0,39,199.5
45,0,39,199.5
45,0,39,199.5
225,1,-39,199.5
225,1,-39,199.5
225,1,-39,199.5
135,1,-39,159.5
135,1,-39,159.5
135,1,-39,159.5
225,-1,-39,159.5
225,-1,-39,159.5
225,-1,-39,159.5
45,-1,39,199.5
45,-1,39,199.5
45,-1,39,199.5
45,1,-39,159.5
45,1,-39,159.5
45,1,-39,159.5
225,-1,39,199.5
225,-1,39,199.5
225,-1,39,199.5
135,0,39,199.5
135,0,39,199.5
135,0,39,199.5
45,0,-39,159.5
45,0,-39,159.5
45,0,-39,159.5
45,-1,-39,199.5
45,-1,-39,199.5
45,-1,-39,199.5
45,1,-39,199.5
45,1,-39,199.5
45,1,-39,199.5
45,-1,39,159.5
45,-1,39,159.5
45,-1,39,159.5
135,0,39,159.5
135,0,39,159.5
135,0,39,159.5
135,1,39,159.5
135,1,39,159.5
135,1,39,159.5
225,1,39,199.5
225,1,39,199.5
NaN,NaN,NaN,NaN
225,1,39,159.5
225,1,39,159.5
225,1,39,159.5
45,1,39,159.5
45,1,39,159.5
45,1,39,159.5
225,-1,-39,199.5
225,-1,-39,199.5
225,-1,-39,199.5
225,0,-39,199.5
225,0,-39,199.5
225,0,-39,199.5
135,1,39,199.5
135,1,39,199.5
135,1,39,199.5
315,0,39,199.5
315,0,39,199.5
315,0,39,199.5
45,0,39,159.5
45,0,39,159.5
45,0,39,159.5
135,1,-39,199.5
135,1,-39,199.5
135,1,-39,199.5
45,-1,-39,159.5
45,-1,-39,159.5
45,-1,-39,159.5
315,1,39,199.5
315,1,39,199.5
315,1,39,199.5
225,1,-39,159.5
225,1,-39,159.5
225,1,-39,159.5
135,0,-39,159.5
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
225,-1,39,159.5
225,-1,39,159.5
NaN,NaN,NaN,NaN
315,-1,-39,159.5
315,-1,-39,159.5
315,-1,-39,159.5
45,1,39,199.5
45,1,39,199.5
45,1,39,199.5
225,0,-39,159.5
225,0,-39,159.5
225,0,-39,159.5
135,0,-39,199.5
135,0,-39,199.5
135,0,-39,199.5
315,1,-39,199.5
315,1,-39,199.5
315,1,-39,199.5
315,-1,39,199.5
315,-1,39,199.5
315,-1,39,199.5
315,1,39,159.5
315,1,39,159.5
315,1,39,159.5
135,-1,39,159.5
135,-1,39,159.5
135,-1,39,159.5
135,-1,-39,199.5
135,-1,-39,199.5
135,-1,-39,199.5
315,1,-39,159.5
315,1,-39,159.5
315,1,-39,159.5
225,0,39,159.5
225,0,39,159.5
NaN,NaN,NaN,NaN
135,-1,39,199.5
135,-1,39,199.5
135,-1,39,199.5
135,-1,-39,159.5
135,-1,-39,159.5
135,-1,-39,159.5
315,0,39,159.5
135,0,-39,159.5
315,-1,-39,199.5
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
135,0,-39,159.5
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
225,-1,39,159.5
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
225,0,39,159.5
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
225,1,39,199.5
